ax,ay,az,time,class,flick_score,shield_score,throw_score
1.075029373168945,6.687209606170652,6.426233768463135,1556916720585,,0.0,0.0,0.0
1.1947431564331057,6.579467296600343,7.838855743408202,1556916720692,,0.0,0.0,0.0
1.18037748336792,6.227508544921875,6.742278099060059,1556916720811,,0.0,0.0,0.0
2.0135850906372066,6.366376876831055,7.565908432006836,1556916720871,,0.0,0.0,0.0
1.5107873678207395,6.323279857635497,6.249057292938232,1556916720972,,0.0,0.0,0.0
1.8962656259536743,6.419050693511963,7.558725357055664,1556916721071,,0.0,0.0,0.0
1.1636176109313965,6.174834728240968,7.403097629547119,1556916721171,,0.0,0.0,0.0
5.121353626251222,8.3033447265625,8.573898315429688,1556916721271,,0.0,0.0,0.0
6.105400562286378,9.708784103393556,13.269070625305176,1556916721371,,0.0,0.0,0.0
2.298503875732422,6.907482624053955,9.548367500305176,1556916721471,,0.0,0.0,0.0
-8.667274475097656,-1.4078335762023926,2.4589202404022217,1556916721587,,0.0,0.0,0.0
-15.308993339538574,-5.463735103607178,-1.1540404558181765,1556916721671,,0.0,0.0,0.0
1.6400781869888306,-9.914691925048828,-0.9433442950248718,1556916721771,,0.0,0.0,0.0
18.483800888061523,9.909903526306152,9.110215187072754,1556916721871,,0.0,0.0,0.0
0.4189980924129486,3.011997699737549,3.976890563964844,1556916721971,flick,0.16666666666666666,0.0,0.0
6.964945316314697,3.507612705230713,4.565882205963135,1556916722071,flick,0.3333333333333333,0.0,0.0
11.23154354095459,4.371945858001709,5.698374271392822,1556916722171,flick,0.5,0.0,0.0
8.418270111083983,2.094990491867065,10.580300331115724,1556916722271,flick,0.6666666666666666,0.0,0.0
13.822148323059082,4.2665977478027335,9.739910125732422,1556916722372,flick,0.8333333333333334,0.0,0.0
8.904308319091797,0.9864411950111388,3.84041690826416,1556916722471,flick,1.0,0.0,0.0
-5.34162712097168,-7.106207847595215,13.575538635253904,1556916722587,,0.0,0.0,0.0
-6.143709182739258,-6.256239891052246,11.796591758728027,1556916722691,throw,0.0,0.0,0.16666666666666666
0.3591412305831909,-0.009577099233865738,9.466962814331056,1556916722772,throw,0.0,0.0,0.3333333333333333
8.06391716003418,6.282577037811277,8.336864471435549,1556916722874,throw,0.0,0.0,0.5
8.710371971130371,4.28096342086792,9.330489158630373,1556916722971,throw,0.0,0.0,0.6666666666666666
7.94180965423584,3.651269197463989,11.478153228759766,1556916723071,throw,0.0,0.0,0.8333333333333334
9.13415813446045,8.456578254699707,5.497254848480225,1556916723171,throw,0.0,0.0,1.0
4.687990188598633,5.959350109100343,10.527626037597656,1556916723271,,0.0,0.0,0.0
-5.741470813751223,3.395081758499145,1.8196488618850708,1556916723370,,0.0,0.0,0.0
4.28096342086792,9.986519813537598,-4.958543300628662,1556916723471,,0.0,0.0,0.0
5.305713176727295,5.669642925262451,-4.367157459259033,1556916723584,shield,0.0,0.14285714285714285,0.0
6.1580748558044425,-0.06943397223949432,-2.9234094619750977,1556916723691,shield,0.0,0.2857142857142857,0.0
-0.04309694468975067,9.9434232711792,-1.692752242088318,1556916723771,shield,0.0,0.42857142857142855,0.0
7.44140625,15.569969177246096,2.636096477508545,1556916723870,shield,0.0,0.5714285714285714,0.0
4.501236438751222,7.292961120605469,6.129343509674072,1556916723971,shield,0.0,0.7142857142857143,0.0
5.851607799530027,4.60179615020752,6.57228422164917,1556916724070,shield,0.0,0.8571428571428571,0.0
4.1732211112976065,4.628133296966553,6.689603805541992,1556916724171,shield,0.0,1.0,0.0
6.25145149230957,5.545140266418457,6.759037971496582,1556916724271,,0.0,0.0,0.0
10.065531730651855,13.338504791259766,9.715967178344727,1556916724372,,0.0,0.0,0.0
4.2642035484313965,10.941835403442383,3.9936504364013667,1556916724471,,0.0,0.0,0.0
-1.2498114109039309,1.051086664199829,-0.05027977004647255,1556916724586,,0.0,0.0,0.0
5.897099018096924,10.530020713806152,-8.075888633728027,1556916724691,,0.0,0.0,0.0
-4.1349124908447275,8.930644989013672,-3.318464994430542,1556916724771,shield,0.0,0.125,0.0
5.576265811920166,5.5810546875,-2.516382932662964,1556916724871,shield,0.0,0.25,0.0
3.464515686035156,2.1261160373687744,-0.7805336117744446,1556916724971,shield,0.0,0.375,0.0
6.177228927612305,18.0264949798584,3.3232533931732178,1556916725071,shield,0.0,0.5,0.0
7.460560321807861,9.311334609985352,0.34477555751800537,1556916725171,shield,0.0,0.625,0.0
7.194795608520508,5.808510780334473,6.466936111450195,1556916725292,shield,0.0,0.75,0.0
5.408666610717773,4.623344421386719,5.966532707214356,1556916725371,shield,0.0,0.875,0.0
