ax,ay,az,time,class,flick_score,shield_score,throw_score,predicted_flick_score,predicted_shield_score,predicted_throw_score
9.792584419250488,7.869981288909912,7.525205612182617,1556916904271,,0.0,0.0,0.0,0.0,0.0,0.0
11.3823823928833,2.822849988937378,6.0623040199279785,1556916904371,,0.0,0.0,0.0,0.0,0.0,0.0
-2.566662549972534,1.781340479850769,4.649681568145752,1556916904471,,0.0,0.0,0.0,0.0,0.0,0.0
5.063891410827637,7.474925994873048,-10.055953979492188,1556916904572,,0.0,0.0,0.0,0.0,0.0,0.0
-0.8786988258361816,4.980091571807861,-3.6153550148010254,1556916904671,,0.0,0.0,0.0,0.0,0.0,0.0
7.288172721862793,2.6145482063293457,7.977723598480225,1556916904771,shield,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
9.110215187072754,7.273807048797607,5.0351600646972665,1556916904873,shield,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
10.800573348999023,6.799740314483643,3.4908525943756104,1556916904971,shield,0.0,0.5,0.0,0.0,0.0,0.0
6.797346115112305,1.848380208015442,5.463735103607178,1556916905071,shield,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
9.105426788330078,-4.6975669860839835,5.554717540740967,1556916905172,shield,0.0,0.8333333333333334,0.0,0.0,0.0,0.0
22.26914978027344,2.2458298206329346,1.9417568445205688,1556916905291,shield,0.0,1.0,0.0,0.0,0.0,0.0
9.13415813446045,2.607365369796753,-4.668835639953613,1556916905371,,0.0,0.0,0.0,0.0,0.0,0.0
2.7773587703704834,-11.186052322387695,4.314483165740967,1556916905471,,0.0,0.0,0.0,0.0,0.0,0.0
-2.0207679271698002,-10.656917572021484,15.182096481323242,1556916905571,,0.0,0.0,0.0,0.0,0.0,0.0
5.408666610717773,1.3767080307006836,4.115758419036865,1556916905671,throw,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
5.1907877922058105,3.0431232452392583,9.945817947387695,1556916905771,throw,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
3.38071608543396,1.987248063087464,10.5204439163208,1556916905871,throw,0.0,0.0,0.5,0.0,0.0,0.0
4.175615310668944,1.1971373558044434,8.693612098693848,1556916905972,throw,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
4.017592906951903,0.8188419938087463,8.221940040588379,1556916906071,throw,0.0,0.0,0.8333333333333334,0.0,0.0,0.0
4.098998546600342,0.9074301719665528,8.597841262817383,1556916906170,throw,0.0,0.0,1.0,0.0,0.0,0.0
4.029564380645752,0.7182824611663818,9.014444351196287,1556916906271,,0.0,0.0,0.0,0.0,0.0,0.9338867664337158
6.627352714538574,1.2785427570343018,10.350449562072754,1556916906398,,0.0,0.0,0.0,0.0,0.0,0.001196146011352539
10.647339820861816,3.720703125,17.976215362548828,1556916906470,,0.0,0.0,0.0,0.0,0.0,0.0
-0.007182824425399304,-2.4134290218353267,8.35362434387207,1556916906571,,0.0,0.0,0.0,0.0,5.364418029785156e-07,0.0
-18.35211563110352,-0.8882759809494019,-6.0551209449768075,1556916906671,,0.0,0.0,0.0,8.344650268554688e-07,0.0006763935089111328,1.8775463104248047e-06
-7.462954521179199,-10.254678726196287,1.1348862648010254,1556916906771,,0.0,0.0,0.0,0.00013014674186706543,0.009835571050643921,0.005297034978866577
16.475004196166992,-2.0638649463653564,12.859649658203125,1556916906871,,0.0,0.0,0.0,0.023395568132400513,0.008041828870773315,0.011191219091415405
6.0575151443481445,2.597788095474243,5.078257083892822,1556916906971,flick,0.16666666666666666,0.0,0.0,0.19983550906181335,0.0005636215209960938,0.0002842545509338379
7.106207847595215,4.719115734100342,4.984879970550537,1556916907071,flick,0.3333333333333333,0.0,0.0,0.3667937219142914,0.0,8.940696716308594e-08
6.629746913909912,4.115758419036865,8.320104598999022,1556916907171,flick,0.5,0.0,0.0,0.4836502969264984,0.0,0.0
5.624151706695557,1.7526091337203982,10.443826675415039,1556916907271,flick,0.6666666666666666,0.0,0.0,0.5598850250244141,0.0,0.0
4.896292209625244,1.8818999528884888,7.6736507415771475,1556916907371,flick,0.8333333333333334,0.0,0.0,0.6580250263214111,0.0,0.0
3.129317283630371,1.1085492372512815,8.576292037963867,1556916907470,flick,1.0,0.0,0.0,0.7189857363700867,0.0,0.0
2.7725701332092285,0.7278595566749573,9.534002304077148,1556916907570,,0.0,0.0,0.0,0.6416078209877014,0.0,0.0
2.044710636138916,1.1779831647872925,8.614601135253906,1556916907671,,0.0,0.0,0.0,0.008432120084762573,0.0,0.0
3.3543789386749268,1.1731946468353271,9.028810501098633,1556916907770,,0.0,0.0,0.0,1.3113021850585938e-06,0.0,0.0
2.1955499649047847,1.4700847864151,9.28260326385498,1556916907876,,0.0,0.0,0.0,0.0,0.0,0.0
1.987248063087464,1.654443860054016,8.830085754394531,1556916907971,,0.0,0.0,0.0,0.0,5.960464477539063e-08,9.328126907348633e-06
1.8100717067718504,1.5682499408721924,9.510059356689453,1556916908071,,0.0,0.0,0.0,1.7881393432617188e-07,0.00011911988258361816,1.3262033462524414e-05
1.2115030288696291,1.92020845413208,9.450202941894533,1556916908171,,0.0,0.0,0.0,8.463859558105469e-06,0.0015597045421600342,2.5510787963867188e-05
0.39505535364151,1.4964218139648438,9.229928970336914,1556916908271,,0.0,0.0,0.0,6.189942359924316e-05,0.0030445754528045654,2.2292137145996094e-05
0.2944957911968231,1.1516461372375488,9.826104164123537,1556916908372,,0.0,0.0,0.0,3.7163496017456055e-05,0.002184063196182251,4.6312808990478516e-05
1.1372805833816528,1.2569942474365234,9.392740249633787,1556916908471,,0.0,0.0,0.0,2.6553869247436523e-05,0.0011466443538665771,0.00017559528350830078
0.7398309111595154,1.2138973474502563,9.38076877593994,1556916908571,,0.0,0.0,0.0,4.366040229797363e-05,0.0004994869232177734,0.0012989938259124756
1.80049467086792,1.5658557415008545,9.586676597595217,1556916908671,,0.0,0.0,0.0,9.045004844665527e-05,0.000270158052444458,0.004767328500747681
1.8675343990325928,1.4365649223327637,9.364008903503418,1556916908772,,0.0,0.0,0.0,6.282329559326172e-05,8.83340835571289e-05,0.007339060306549072
2.5307483673095703,1.92020845413208,9.792584419250488,1556916908871,,0.0,0.0,0.0,1.3321638107299805e-05,1.2159347534179688e-05,0.004887878894805908
3.4525442123413086,1.422199249267578,8.001666069030763,1556916908972,,0.0,0.0,0.0,2.2351741790771484e-06,1.9669532775878906e-06,0.002653062343597412
3.873936653137207,0.6727912425994873,8.44221305847168,1556916909071,,0.0,0.0,0.0,7.152557373046875e-07,8.046627044677734e-07,0.0012193918228149414
11.195629119873047,2.4565260410308842,13.146963119506836,1556916909171,,0.0,0.0,0.0,8.046627044677734e-07,1.4603137969970703e-06,0.000534355640411377
15.409552574157715,5.078257083892822,15.572362899780273,1556916909271,,0.0,0.0,0.0,2.4437904357910156e-06,7.361173629760742e-06,0.0001640021800994873
-5.08065128326416,-4.90108060836792,1.9130256175994875,1556916909370,,0.0,0.0,0.0,5.0961971282958984e-06,4.413723945617676e-05,6.377696990966797e-05
-22.781524658203125,-8.451789855957031,1.053480863571167,1556916909471,,0.0,0.0,0.0,2.1219253540039062e-05,0.0002529621124267578,0.0009001493453979492
19.970645904541016,-16.247549057006836,-8.858817100524902,1556916909571,,0.0,0.0,0.0,0.0009871125221252441,0.0033145248889923096,0.01735401153564453
20.147823333740234,4.498842239379883,8.35362434387207,1556916909671,,0.0,0.0,0.0,0.05033212900161743,1.4156103134155273e-05,0.0007304251194000244
10.537203788757324,4.549122333526611,1.8603515625,1556916909770,flick,0.2,0.0,0.0,0.22751179337501526,8.940696716308594e-08,1.1026859283447266e-06
7.446194648742676,3.3495905399322514,5.674431324005128,1556916909971,flick,0.4,0.0,0.0,0.3855246603488922,0.0,0.0
8.640937805175781,2.8683412075042725,4.905869007110597,1556916910070,flick,0.6,0.0,0.0,0.538536548614502,0.0,0.0
7.7622389793396,1.4245935678482056,6.538764476776122,1556916910171,flick,0.8,0.0,0.0,0.6723974943161011,0.0,0.0
6.390319347381593,0.79011070728302,6.31130838394165,1556916910270,flick,1.0,0.0,0.0,0.8478659391403198,0.0,0.0
6.5220046043396,0.6656084060668945,7.245075702667236,1556916910371,,0.0,0.0,0.0,0.8820614814758301,0.0,0.0
